,distance
4837,5659
4838,6980
4839,6980
4840,6980
4841,7633
4842,14446
4843,7134
4844,7633
4845,9091
4846,7633
4847,7633
4848,5659
4849,9091
4850,9091
4851,6980
4852,4961
4853,4961
4854,7633
4855,7633
4856,6906
4857,14446
4858,7134
4859,5524
4860,6624
4861,7633
4862,9091
4863,6339
4864,6339
4865,8608
4866,6906
4867,9091
4868,5659
4869,8608
4870,6624
4871,8608
4872,7633
4873,7134
4874,7134
4875,14446
4876,6980
4877,6980
4878,6906
4879,6906
4880,6624
4881,6980
4882,7633
4883,7633
4884,7633
4885,5921
4886,14446
4887,6624
4888,6980
4889,14446
4890,8608
4891,14446
4892,14446
4893,6624
4894,6339
4895,7633
4896,6906
4897,14446
4898,6339
4899,9091
4900,8608
4901,5524
4902,5659
4903,5091
4904,5091
4905,5091
4906,6624
4907,7134
4908,6583
4909,6583
4910,6020
4911,6583
4912,6020
4913,6583
4914,6583
4915,6583
4916,6583
4917,6583
4918,6906
4919,14446
4920,5091
4921,5091
4922,5524
4923,7134
4924,5659
4925,5091
4926,6074
4927,8608
4928,9091
4929,6980
4930,5921
4931,6420
4932,5921
4933,5659
4934,5659
4935,6624
4936,7633
4937,6420
4938,6906
4939,7633
4940,7633
4941,5091
4942,5524
4943,6980
4944,6420
4945,6339
4946,7134
4947,6980
4948,6906
4949,7633
4950,6906
4951,4961
4952,9091
4953,5524
4954,5659
4955,6906
4956,9091
4957,5524
4958,6906
4959,6980
4960,6980
4961,9091
4962,5008
4963,8608
4964,5524
4965,5355
4966,4961
4967,6980
4968,6339
4969,14446
4970,6583
4971,6583
4972,6583
4973,9091
4974,5524
4975,6420
4976,6980
4977,5524
4978,14446
4979,9091
4980,6906
4981,7939
4982,4961
4983,6339
4984,9091
4985,5659
4986,6074
4987,6339
4988,7134
4989,6624
4990,6624
4991,7633
4992,5659
4993,7633
4994,7633
4995,6074
4996,7633
4997,7633
4998,7633
4999,6339
5000,7633
5001,8608
5002,6020
5003,8608
5004,6906
5005,6339
5006,6906
5007,6583
5008,5659
5009,5868
5010,5921
5011,5868
5012,5659
5013,6906
5014,8608
5015,9091
5016,6339
5017,5921
5018,5659
5019,9091
5020,5921
5021,7633
5022,9091
5023,14325
5024,7134
5025,5921
5026,5355
5027,9091
5028,5524
5029,5659
5030,6624
5031,7633
5032,7134
5033,6583
5034,8608
5035,9091
5036,6980
5037,5921
5038,6624
5039,8608
5040,7134
5041,5921
5042,5355
5043,6583
5044,8608
5045,6624
5046,9091
5047,5091
5048,5091
5049,5659
5050,9091
5051,7134
5052,9091
5053,8608
5054,5921
5055,6906
5056,6420
5057,5868
5058,6624
5059,6339
5060,6906
5061,7633
5062,7633
5063,6906
5064,5921
5065,6906
5066,6339
5067,5921
5068,6583
5069,7134
5070,7633
5071,5921
5072,5921
5073,5524
5074,9091
5075,5921
5076,5524
5077,5921
5078,5921
5079,7877
5080,7134
5081,7633
5082,5524
5083,6906
5084,6906
5085,9091
5086,5355
5087,6420
5088,6980
5089,5524
5090,6074
5091,4614
5092,7633
5093,7633
5094,7633
5095,9091
5096,6339
5097,7633
5098,7633
5099,7633
5100,7633
5101,7633
5102,9091
5103,5524
5104,9091
5105,7633
5106,5524
5107,14446
5108,9091
5109,9091
5110,5524
5111,9091
5112,6980
5113,7633
5114,14446
5115,14446
5116,7134
5117,7134
5118,14446
5119,6906
5120,6906
5121,14446
5122,5524
5123,5690
5124,9091
5125,14446
5126,9091
5127,8608
5128,9091
5129,14446
5130,14446
5131,9091
5132,14446
5133,7134
5134,7633
5135,7633
5136,7633
5137,7134
5138,4961
5139,5524
5140,4961
5141,5524
5142,5524
5143,4961
5144,5659
5145,6339
5146,7633
5147,7633
5148,7633
5149,7633
5150,5524
5151,4961
5152,7633
5153,7134
5154,9091
5155,9091
5156,9091
5157,6980
5158,6980
5159,14446
5160,14325
5161,4961
5162,14446
5163,4961
5164,9091
5165,9091
5166,7633
5167,7633
5168,7633
5169,7633
5170,7134
5171,14325
5172,6624
5173,14446
5174,7633
5175,9091
5176,9091
5177,9091
5178,5524
5179,5524
5180,5524
5181,9091
5182,9091
5183,8608
5184,5524
5185,5659
5186,9091
5187,9091
5188,9091
5189,7633
5190,6074
5191,6624
5192,6906
5193,4961
5194,14446
5195,14446
5196,9091
5197,9091
5198,14446
5199,8608
5200,14446
5201,14446
5202,4961
5203,8608
5204,6980
5205,6980
5206,5524
5207,7877
5208,9091
5209,9091
5210,6906
5211,9091
5212,5091
5213,9091
5214,9091
5215,6980
5216,6980
5217,9091
5218,4961
5219,4961
5220,6980
5221,6980
5222,6420
5223,7633
5224,7633
5225,6624
5226,6906
5227,4961
5228,5091
5229,6980
5230,6624
5231,14446
5232,6837
5233,14325
5234,9091
5235,6339
5236,9091
5237,5091
5238,6906
5239,6980
5240,7134
5241,6420
5242,9091
5243,8608
5244,5524
5245,7633
5246,7633
5247,9091
5248,6339
5249,5091
5250,6583
5251,6020
5252,6583
5253,6020
5254,6583
5255,6583
5256,6583
5257,6020
5258,6583
5259,6583
5260,6020
5261,6020
5262,14446
5263,14446
5264,5524
5265,9091
5266,5659
5267,5524
5268,4961
5269,6980
5270,9091
5271,5921
5272,7134
5273,5921
5274,5921
5275,6980
5276,5355
5277,4961
5278,6624
5279,5355
5280,6420
5281,7633
5282,6420
5283,4961
5284,4961
5285,6339
5286,8608
5287,7633
5288,5921
5289,5921
5290,8608
5291,9091
5292,8608
5293,8608
5294,5659
5295,5524
5296,5524
5297,6420
5298,9091
5299,9091
5300,5355
5301,6624
5302,4961
5303,5091
5304,5659
5305,7633
5306,7633
5307,6420
5308,4961
5309,6980
5310,14446
5311,14325
5312,8608
5313,7633
5314,9091
5315,5659
5316,8608
5317,4961
5318,6980
5319,6980
5320,7633
5321,7633
5322,5524
5323,4961
5324,14446
5325,6980
5326,5524
5327,14446
5328,14446
5329,8608
5330,6420
5331,6074
5332,6980
5333,9091
5334,4961
5335,7633
5336,5524
5337,5659
5338,6339
5339,6906
5340,6074
5341,7633
5342,6906
5343,7633
5344,6980
5345,8608
5346,8608
5347,7134
5348,7633
5349,5868
5350,6020
5351,6624
5352,5659
5353,5659
5354,5524
5355,6980
5356,5091
5357,6906
5358,6624
5359,6624
5360,5659
5361,6339
5362,6906
5363,7134
5364,6339
5365,7633
5366,5921
5367,5355
5368,5659
5369,5659
5370,9091
5371,6980
5372,9091
5373,6020
5374,5659
5375,5659
5376,9091
5377,9091
5378,7134
5379,6980
5380,6624
5381,6020
5382,6020
5383,6583
5384,6906
5385,9091
5386,5524
5387,5091
5388,4614
5389,8608
5390,9091
5391,9091
5392,9091
5393,14446
5394,5008
5395,7134
5396,7633
5397,6906
5398,6624
5399,6074
5400,6624
5401,6837
5402,5659
5403,6980
5404,6624
5405,6624
5406,6980
5407,6624
5408,6020
5409,5921
5410,6624
5411,5091
5412,6339
5413,6074
5414,6583
5415,5921
5416,6583
5417,7134
5418,5524
5419,6624
5420,6906
5421,6980
5422,6583
5423,7633
5424,5091
5425,9091
5426,9091
5427,6624
5428,4961
5429,5868
5430,7134
5431,6339
5432,7633
5433,5524
5434,5659
5435,5868
5436,5921
5437,6906
5438,6583
5439,5524
5440,7134
5441,8608
5442,7134
5443,8608
5444,7134
5445,5524
5446,6980
5447,6980
5448,5524
5449,6906
5450,5868
5451,6339
5452,7633
5453,5524
5454,7633
5455,7633
5456,7633
5457,14446
5458,9091
5459,8608
5460,9091
5461,14446
5462,9091
5463,7633
5464,5524
5465,7134
5466,7633
5467,14446
5468,4961
5469,7633
5470,14446
5471,5524
5472,4961
5473,5524
5474,9091
5475,5690
5476,6980
5477,6980
5478,14446
5479,14446
5480,5524
5481,7633
5482,7134
5483,6624
5484,7633
5485,7134
5486,7134
5487,4961
5488,5524
5489,7633
5490,7633
5491,7633
5492,7633
5493,7134
5494,4961
5495,5659
5496,9091
5497,8608
5498,9091
5499,8608
5500,14446
5501,14446
5502,14446
5503,4961
5504,5524
5505,7633
5506,7633
5507,7633
5508,7633
5509,7134
5510,7134
5511,4961
5512,7633
5513,6980
5514,5524
5515,5524
5516,7633
5517,7134
5518,8608
5519,9091
5520,4961
5521,7633
5522,7633
5523,4961
5524,4961
5525,6906
5526,9091
5527,8608
5528,6906
5529,6980
5530,14446
5531,4961
5532,7633
5533,7134
5534,6906
5535,9091
5536,6074
5537,6980
5538,6906
5539,9091
5540,14446
5541,9091
5542,5524
5543,7134
5544,7633
5545,5659
5546,9091
5547,8608
5548,9091
5549,5524
5550,7134
5551,4961
5552,6980
5553,4961
5554,6980
5555,5091
5556,7633
5557,6624
5558,6980
5559,14446
5560,9091
5561,6980
5562,5091
5563,6420
5564,6980
5565,8608
5566,5091
5567,14446
5568,5921
5569,6980
5570,7633
5571,9091
5572,8608
5573,14446
5574,6020
5575,6020
5576,6583
5577,6583
5578,6583
5579,6583
5580,6583
5581,6020
5582,6624
5583,6980
5584,14325
5585,5659
5586,9091
5587,7633
5588,7134
5589,5091
5590,6339
5591,5524
5592,8608
5593,6420
5594,6980
5595,4961
5596,6339
5597,6624
5598,6980
5599,6906
5600,6906
5601,7134
5602,7134
5603,6980
5604,8608
5605,14446
5606,6906
5607,6980
5608,6420
5609,6583
5610,8608
5611,7633
5612,7633
5613,8608
5614,5524
5615,7633
5616,6980
5617,5524
5618,6339
5619,9091
5620,5091
5621,7633
5622,9091
5623,5355
5624,6980
5625,6980
5626,6020
5627,6980
5628,6906
5629,9091
5630,5921
5631,5921
5632,6074
5633,9091
5634,9091
5635,6339
5636,7134
5637,7633
5638,8608
5639,7633
5640,5659
5641,6624
5642,6020
5643,6583
5644,6583
5645,6020
5646,4961
5647,6420
5648,14446
5649,14446
5650,14446
5651,14325
5652,5524
5653,6980
5654,4961
5655,9091
5656,5091
5657,5524
5658,5091
5659,5524
5660,6624
5661,4961
5662,7633
5663,7633
5664,5921
5665,6074
5666,6906
5667,6906
5668,6980
5669,6420
5670,5091
5671,6906
5672,5659
5673,5524
5674,6020
5675,6583
5676,6020
5677,6020
5678,4961
5679,6624
5680,5659
5681,7633
5682,6339
5683,9091
5684,6906
5685,6906
5686,7633
5687,9091
5688,6339
5689,5524
5690,5659
5691,5091
5692,9091
5693,6624
5694,9091
5695,6980
5696,9091
5697,6624
5698,7134
5699,5524
5700,6624
5701,9091
5702,6420
5703,6074
5704,9091
5705,6339
5706,8608
5707,9091
5708,5659
5709,6624
5710,9091
5711,9091
5712,6906
5713,5659
5714,9091
5715,8163
5716,9091
5717,7134
5718,9091
5719,6980
5720,9091
5721,9091
5722,6624
5723,6624
5724,7633
5725,5921
5726,8608
5727,5091
5728,6980
5729,6074
5730,6624
5731,6020
5732,6624
5733,6624
5734,5091
5735,7134
5736,5091
5737,6583
5738,5659
5739,5524
5740,5659
5741,6906
5742,4961
5743,8608
5744,8608
5745,6980
5746,6980
5747,6420
5748,6420
5749,6906
5750,7633
5751,7633
5752,6624
5753,6420
5754,5921
5755,8608
5756,7134
5757,4614
5758,7633
5759,7633
5760,6583
5761,8163
5762,5921
5763,4961
5764,6980
5765,7633
5766,9091
5767,9091
5768,7633
5769,5355
5770,7633
5771,5921
5772,7633
5773,4961
5774,5524
5775,7134
5776,14446
5777,9091
5778,4961
5779,14446
5780,14446
5781,14446
5782,9091
5783,5524
5784,5524
5785,6980
5786,6906
5787,9091
5788,4961
5789,9091
5790,6624
5791,14446
5792,14446
5793,5524
5794,4961
5795,6074
5796,5524
5797,9091
5798,6906
5799,4961
5800,9091
5801,6980
5802,14325
5803,7467
5804,9091
5805,14446
5806,7134
5807,7633
5808,7633
5809,7633
5810,7633
5811,7633
5812,7134
5813,4961
5814,7633
5815,6980
5816,14446
5817,14446
5818,14446
5819,4961
5820,7633
5821,9091
5822,9091
5823,5659
5824,7633
5825,7633
5826,7134
5827,7633
5828,7633
5829,7633
5830,7633
5831,7134
5832,7134
5833,7134
5834,7134
5835,7134
5836,5524
5837,7633
5838,14446
5839,7633
5840,7633
5841,7633
5842,7633
5843,8608
5844,9091
5845,8608
5846,6074
5847,6980
5848,14446
5849,7134
5850,5524
5851,6906
5852,5659
5853,9091
5854,8608
5855,9091
5856,8608
5857,6980
5858,7633
5859,4961
5860,6906
5861,9091
5862,9091
5863,14325
5864,14446
5865,7134
5866,7134
5867,8608
5868,8608
5869,7633
5870,5659
5871,5659
5872,8608
5873,14325
5874,6339
5875,6906
5876,6420
5877,6980
5878,6420
5879,6420
5880,5524
5881,9091
5882,8608
5883,8608
5884,8608
5885,7633
5886,7134
5887,7633
5888,6420
5889,6624
5890,7633
5891,6624
5892,5524
5893,7633
5894,9091
5895,14446
5896,6906
5897,6624
5898,9091
5899,14446
5900,14446
5901,6624
5902,9091
5903,8608
5904,5091
5905,5524
5906,6906
5907,6624
5908,4961
5909,6420
5910,5091
5911,7633
5912,7633
5913,8608
5914,14446
5915,6980
5916,6980
5917,9091
5918,6339
5919,6339
5920,6420
5921,7633
5922,6906
5923,9091
5924,6074
5925,6583
5926,6020
5927,6583
5928,6583
5929,6583
5930,6020
5931,6420
5932,9091
5933,6339
5934,14446
5935,5659
5936,9091
5937,8608
5938,8608
5939,7633
5940,7633
5941,7633
5942,6906
5943,4961
5944,5091
5945,6906
5946,5921
5947,5091
5948,4961
5949,4961
5950,6339
5951,6906
5952,8608
5953,7633
5954,5524
5955,5868
5956,6074
5957,6583
5958,7134
5959,7134
5960,7633
5961,6020
5962,6980
5963,7633
5964,6624
5965,5659
5966,5659
5967,7633
5968,6074
5969,4961
5970,6980
5971,9091
5972,5091
5973,7134
5974,7134
5975,8608
5976,5921
5977,7633
5978,7633
5979,9091
5980,5921
5981,8608
5982,6020
5983,8608
5984,7633
5985,8608
5986,5921
5987,9091
5988,8608
5989,8608
5990,9091
5991,5659
5992,6624
5993,6339
5994,6980
5995,7134
5996,7633
5997,6624
5998,6980
5999,6583
6000,5091
6001,5524
6002,6906
6003,7633
6004,7633
6005,7134
6006,5524
6007,5524
6008,6583
6009,8608
6010,6980
6011,6420
6012,5524
6013,14446
6014,14446
6015,9091
6016,6074
6017,9091
6018,5091
6019,6624
6020,6980
6021,9091
6022,7633
6023,7633
6024,7633
6025,6906
6026,5659
6027,6339
6028,6624
6029,6420
6030,9091
6031,9091
6032,7633
6033,8608
6034,5524
6035,6624
6036,6624
6037,5659
6038,6837
6039,7134
6040,7633
6041,7134
6042,6906
6043,5355
6044,4961
6045,5091
6046,6980
6047,4614
6048,4961
6049,5524
6050,9091
6051,7633
6052,6624
6053,6174
6054,5091
6055,6980
6056,5659
6057,5921
6058,8608
6059,5659
6060,5524
6061,6980
6062,9091
6063,5659
6064,5355
6065,9091
6066,9091
6067,9091
6068,9091
6069,7633
6070,8608
6071,9091
6072,6583
6073,6906
6074,9091
6075,5921
6076,5524
6077,14325
6078,14325
6079,5524
6080,9091
6081,5524
6082,6339
6083,7633
6084,6624
6085,5355
6086,6980
6087,6624
6088,9091
6089,5921
6090,6624
6091,5091
6092,7134
6093,5524
6094,8163
6095,8608
6096,6624
6097,6906
6098,7464
6099,9091
6100,6074
6101,8608
6102,9091
6103,5355
6104,6339
6105,6906
6106,6624
6107,6624
6108,6583
6109,6583
6110,6624
6111,6624
6112,6624
6113,5659
6114,7633
6115,5091
6116,5524
6117,8608
6118,8608
6119,7633
6120,9091
6121,6980
6122,4961
6123,4961
6124,6980
6125,9091
6126,9091
6127,4961
6128,6906
6129,7633
6130,6420
6131,7633
6132,6339
6133,6583
6134,6020
6135,5524
6136,7633
6137,5921
6138,6906
6139,8608
6140,9091
6141,6339
6142,7633
6143,7134
6144,6583
6145,6906
6146,5355
6147,9091
6148,6980
6149,5921
6150,7633
6151,7633
6152,7633
6153,7633
6154,7633
6155,7633
6156,7633
6157,7633
6158,9091
6159,9091
6160,4961
6161,4961
6162,6980
6163,6624
6164,7633
6165,5524
6166,4961
6167,5524
6168,6906
6169,14446
6170,9091
6171,5524
6172,4961
6173,5524
6174,14446
6175,5524
6176,9091
6177,5524
6178,5524
6179,9091
6180,6980
6181,6980
6182,14446
6183,14325
6184,14446
6185,6624
6186,6624
6187,7633
6188,4961
6189,7633
6190,7633
6191,7633
6192,7633
6193,7134
6194,7633
6195,7134
6196,7134
6197,7633
6198,5524
6199,9091
6200,5659
6201,5659
6202,6339
6203,7633
6204,7633
6205,6624
6206,7134
6207,7134
6208,7134
6209,7134
6210,14446
6211,7633
6212,8608
6213,6980
6214,6074
6215,8608
6216,9091
6217,8608
6218,7633
6219,7633
6220,7633
6221,7633
6222,7633
6223,6980
6224,7633
6225,7633
6226,14446
6227,7134
6228,7134
6229,7134
6230,7633
6231,5690
6232,9091
6233,9091
6234,7633
6235,5524
6236,6339
6237,9091
6238,5091
6239,8608
6240,6624
6241,14446
6242,6906
6243,7633
6244,6906
6245,5524
6246,7134
6247,8608
6248,9091
6249,7633
6250,7633
6251,6624
6252,6339
6253,6339
6254,9091
6255,9091
6256,7633
6257,7633
6258,7134
6259,7633
6260,5524
6261,6339
6262,9091
6263,9091
6264,9091
6265,9091
6266,6339
6267,5524
6268,8608
6269,7134
6270,7633
6271,6980
6272,6624
6273,5524
6274,5524
6275,6420
6276,7134
6277,6906
6278,7633
6279,7633
6280,9091
6281,14446
6282,6624
6283,7134
6284,5524
6285,9091
6286,7633
6287,6339
6288,4961
6289,6624
6290,4961
6291,8608
6292,6420
6293,5524
6294,7134
6295,7134
6296,6339
6297,5659
6298,6624
6299,6339
6300,4961
6301,5524
6302,5921
6303,9091
6304,9091
6305,7134
6306,7633
6307,7633
6308,14446
6309,5524
6310,6583
6311,6020
6312,6583
6313,6583
6314,6583
6315,6583
6316,6583
6317,6583
6318,6020
6319,6583
6320,6020
6321,6906
6322,14446
6323,14446
6324,5659
6325,5524
6326,7134
6327,7633
6328,6624
6329,5524
6330,6980
6331,6980
6332,6980
6333,6339
6334,6624
6335,5921
6336,6980
6337,6420
6338,6906
6339,8608
6340,6339
6341,5355
6342,4961
6343,6980
6344,7633
6345,8608
6346,6980
6347,6624
6348,6980
6349,7633
6350,5659
6351,6624
6352,6906
6353,6339
6354,6906
6355,9091
6356,5091
6357,7134
6358,7134
6359,7134
6360,5355
6361,4961
6362,9091
6363,5921
6364,7134
6365,7134
6366,4961
6367,5091
6368,6339
6369,6420
6370,5091
6371,5659
6372,5524
6373,9091
6374,6339
6375,6339
6376,5524
6377,6074
6378,7134
6379,8608
6380,8608
6381,9091
6382,5091
6383,6624
6384,9091
6385,6420
6386,6583
6387,5524
6388,6020
6389,6583
6390,7633
6391,6624
6392,6624
6393,7633
6394,6339
6395,6074
6396,7633
6397,5659
6398,6906
6399,7633
6400,5091
6401,6074
6402,7633
6403,7134
6404,7134
6405,5524
6406,5524
6407,6583
6408,6583
6409,9091
6410,6624
6411,6980
6412,6074
6413,7134
6414,7633
6415,6074
6416,8608
6417,6339
6418,8608
6419,5524
6420,6906
6421,7464
6422,6420
6423,9091
6424,4961
6425,6339
6426,5091
6427,6624
6428,5659
6429,5659
6430,5659
6431,8608
6432,5355
6433,7633
6434,7134
6435,6583
6436,6624
6437,6624
6438,6420
6439,5659
6440,8608
6441,7134
6442,5091
6443,9091
6444,9091
6445,9091
6446,6074
6447,6624
6448,6020
6449,5091
6450,7633
6451,6074
6452,6980
6453,5868
6454,7633
6455,6624
6456,6980
6457,6906
6458,6624
6459,6624
6460,5091
6461,7633
6462,7633
6463,6624
6464,6624
6465,6074
6466,8608
6467,6020
6468,6020
6469,6583
6470,5921
6471,5355
6472,5524
6473,9091
6474,9091
6475,7633
6476,4961
6477,6020
6478,5524
6479,6624
6480,6906
6481,5921
6482,5355
6483,4614
6484,6583
6485,9091
6486,4961
6487,6980
6488,6980
6489,6906
6490,4961
6491,5524
6492,5524
6493,9091
6494,7134
6495,4614
6496,7633
6497,7633
6498,6980
6499,6980
6500,6420
6501,6980
